# Buddhist_ch1,Buddhist_ch2,Buddhist_ch3,Buddhist_ch4,Buddhist_ch5,Buddhist_ch6,Buddhist_ch7,Buddhist_ch8,Buddhist_ch9,Buddhist_ch10,Buddhist_ch11,Buddhist_ch12,Buddhist_ch13,Buddhist_ch14,Buddhist_ch15,Buddhist_ch16,Buddhist_ch17,Buddhist_ch18,Buddhist_ch19,Buddhist_ch20,Buddhist_ch21,Buddhist_ch22,Buddhist_ch23,Buddhist_ch24,Buddhist_ch25,Buddhist_ch26,Buddhist_ch27,Buddhist_ch28,Buddhist_ch29,Buddhist_ch30,Buddhist_ch31,Buddhist_ch32,Buddhist_ch33,Buddhist_ch34,Buddhist_ch35,Buddhist_ch36,Buddhist_ch37,Buddhist_ch38,Buddhist_ch39,Buddhist_ch40,Buddhist_ch41,Buddhist_ch42,Buddhist_ch43,Buddhist_ch44,Buddhist_ch45,Buddhist_ch46,TaoTeChing_ch1,TaoTeChing_ch2,TaoTeChing_ch3,TaoTeChing_ch4,TaoTeChing_ch5,TaoTeChing_ch6,TaoTeChing_ch7,TaoTeChing_ch8,TaoTeChing_ch9,TaoTeChing_ch10,TaoTeChing_ch11,TaoTeChing_ch12,TaoTeChing_ch13,TaoTeChing_ch14,TaoTeChing_ch15,TaoTeChing_ch16,TaoTeChing_ch17,TaoTeChing_ch18,TaoTeChing_ch19,TaoTeChing_ch20,TaoTeChing_ch21,TaoTeChing_ch22,TaoTeChing_ch23,TaoTeChing_ch24,TaoTeChing_ch25,TaoTeChing_ch26,TaoTeChing_ch27,TaoTeChing_ch28,TaoTeChing_ch29,TaoTeChing_ch30,TaoTeChing_ch31,TaoTeChing_ch32,TaoTeChing_ch33,TaoTeChing_ch34,TaoTeChing_ch35,TaoTeChing_ch36,TaoTeChing_ch37,TaoTeChing_ch38,TaoTeChing_ch39,TaoTeChing_ch40,TaoTeChing_ch41,TaoTeChing_ch42,TaoTeChing_ch43,TaoTeChing_ch44,TaoTeChing_ch45,TaoTeChing_ch46,TaoTeChing_ch47,TaoTeChing_ch48,TaoTeChing_ch49,TaoTeChing_ch50,TaoTeChing_ch51,TaoTeChing_ch52,TaoTeChing_ch53,TaoTeChing_ch54,TaoTeChing_ch55,TaoTeChing_ch56,TaoTeChing_ch57,TaoTeChing_ch58,TaoTeChing_ch59,TaoTeChing_ch60,TaoTeChing_ch61,TaoTeChing_ch62,TaoTeChing_ch63,TaoTeChing_ch64,TaoTeChing_ch65,TaoTeChing_ch66,TaoTeChing_ch67,TaoTeChing_ch68,TaoTeChing_ch69,TaoTeChing_ch70,TaoTeChing_ch71,TaoTeChing_ch72,TaoTeChing_ch73,TaoTeChing_ch74,TaoTeChing_ch75,TaoTeChing_ch76,TaoTeChing_ch77,TaoTeChing_ch78,TaoTeChing_ch79,TaoTeChing_ch80,TaoTeChing_ch81
3.400874,2.907262,2.566747,2.735995,3.014139,2.678441,2.538601,2.502752,2.242296,2.667566,3.277981,2.287202,2.027968,nan,2.287422,2.885022,2.209420,2.204239,3.626027,3.595715,1.840752,2.464833,2.664105,2.716979,2.853347,3.385108,2.997188,3.360713,3.887288,2.859711,4.118276,3.456482,3.936574,3.514455,4.028213,3.463639,3.043902,3.540102,4.050276,3.360713,3.306898,3.357848,inf,2.990513,3.020762,inf,3.154845,4.777320,3.577531,inf,inf,2.798748,inf,4.501904,2.942589,3.375866,3.465573,3.482186,3.700997,2.658716,inf,3.083318,inf,3.021773,4.194566,4.347753,3.335066,4.611431,inf,4.361453,3.066820,inf,3.131280,4.481068,inf,4.311767,inf,3.308033,inf,3.313058,3.188827,3.157980,3.626027,3.654606,inf,inf,3.659631,3.884372,inf,4.112752,4.123741,inf,inf,inf,inf,3.769868,3.320691,4.665748,3.152063,4.319174,4.078255,3.205635,inf,inf,4.650821,4.028213,3.514455,4.387775,3.269552,4.868480,3.982310,4.436594,3.994187,inf,3.289162,inf,inf,4.041201,4.643188,3.766178,4.412780,inf,4.001180,3.654606,3.875523,4.747007,3.942288
3.430122,2.749754,2.779013,2.815461,inf,3.058997,2.925659,2.629873,2.709473,2.262564,2.979766,2.600734,2.426015,nan,2.526597,2.817395,2.625532,2.537587,2.221326,2.537587,2.464833,1.662987,2.566166,2.718338,2.488367,3.086893,inf,2.701839,2.770269,3.281903,3.473488,2.489515,2.901706,2.884160,3.519392,3.135712,3.076942,3.230734,4.108944,3.342306,2.824260,3.188507,2.231035,2.972106,2.690278,inf,3.077547,2.531739,2.768899,3.447166,3.758760,3.126914,inf,2.817395,2.871502,2.795493,3.100593,4.156926,inf,2.961236,3.736535,3.152857,4.022794,3.389961,inf,3.838932,2.930064,3.206729,3.433467,inf,3.198465,inf,3.402782,3.143132,3.198465,4.293360,inf,3.020127,2.924182,2.864550,3.676221,3.342306,3.058314,3.559124,3.022287,3.688879,3.800451,2.893010,3.086893,3.289626,inf,3.289626,2.204713,3.072808,inf,3.404887,3.342306,3.202155,3.857116,3.327812,3.255129,2.840655,4.322353,3.079259,3.134548,inf,3.607620,3.473488,2.720709,3.698781,3.193680,3.175734,4.322353,inf,4.166635,2.831480,2.785805,3.126914,3.382327,3.401197,inf,3.747771,3.086893,2.903031,3.163968,4.035453,3.028002
3.541694,3.578868,3.542680,3.966253,inf,3.297890,2.866609,2.426640,2.506582,2.263990,3.038657,2.631581,2.628748,nan,2.634959,2.418141,3.364912,2.673940,3.411099,inf,2.664105,2.566166,1.941812,2.671063,2.608107,2.664379,3.128834,2.630975,3.416947,3.201283,3.354042,2.806139,3.028498,3.044114,3.211299,3.469627,2.960378,3.187955,3.709690,2.842717,2.846866,3.236945,2.727661,2.894420,2.992171,inf,3.353256,3.090172,inf,3.341806,inf,3.970114,4.159859,3.593829,3.276967,3.638693,3.047912,inf,3.171764,3.425592,3.775015,3.342930,3.826273,inf,3.083758,4.132825,3.389636,3.423547,3.506444,3.453377,3.460089,inf,3.552834,3.716833,3.145785,3.894106,3.618015,3.439678,3.623540,3.603930,3.368127,3.380786,2.861793,3.439678,3.051758,inf,3.838932,3.557872,3.236945,3.204676,3.359507,3.328106,3.106804,3.145785,3.610553,3.901513,3.695091,3.411099,3.660594,3.757672,4.007168,3.886587,3.779258,3.735112,3.462938,inf,3.901513,3.714701,3.401197,3.680597,inf,3.416947,3.779258,3.188363,3.970114,3.439678,3.359507,3.479699,3.735112,3.145785,4.197852,3.093104,4.335558,3.136610,3.863327,3.249604,inf
3.287406,3.954351,3.263203,3.634504,3.251770,2.929335,2.969440,2.859588,3.016058,3.049037,3.726218,3.936513,2.778238,nan,3.395611,2.667967,2.607287,2.682053,inf,inf,2.716979,2.718338,2.671063,2.051038,2.776674,3.260779,3.378660,inf,3.719453,4.214137,3.401136,inf,3.325980,3.930423,3.572697,3.666773,3.684504,3.826046,3.738600,3.395611,3.621603,3.397530,inf,3.132198,3.436730,3.789839,3.159431,4.119070,3.302909,4.396351,inf,3.670634,4.063111,3.337854,3.223725,4.346664,3.703204,4.007498,3.879736,3.328845,4.024841,4.285904,inf,3.789839,3.680158,4.931957,3.461125,4.299755,4.729225,3.847045,3.430107,3.563847,3.970897,4.515966,4.147649,3.797358,3.486772,3.420006,inf,3.227375,inf,inf,3.549353,4.238810,3.994732,inf,3.853756,3.716538,inf,3.689504,inf,3.833345,3.847045,inf,inf,3.000047,4.088758,inf,3.910420,4.151339,3.707688,4.482987,inf,inf,3.992572,inf,4.354072,3.796291,4.056489,4.210231,inf,3.320199,3.523284,inf,inf,4.382651,4.158639,inf,3.782206,3.174694,inf,3.174694,3.434091,3.486772,3.766579,3.462376,3.427880
inf,3.124183,3.059416,3.140599,inf,3.536352,3.151462,2.573941,2.751413,2.691099,2.682327,inf,inf,nan,inf,2.310029,3.054068,2.324115,inf,inf,2.853347,2.488367,2.608107,2.776674,1.463965,2.310029,inf,2.743780,inf,4.111612,3.592504,inf,3.916602,4.342708,inf,inf,3.357345,3.387937,inf,inf,3.138008,3.340262,inf,3.197909,3.155867,3.085328,2.629073,3.009094,2.782260,inf,3.251395,2.416816,2.809294,2.824839,3.168855,2.687382,3.489107,inf,inf,3.114748,3.373010,2.776674,inf,inf,inf,3.128834,3.358600,inf,3.128834,inf,2.946512,inf,inf,inf,inf,3.236688,inf,2.782260,3.312696,3.639659,inf,inf,2.753681,4.024714,2.740914,inf,3.986233,3.155867,2.723369,3.586979,3.597969,inf,2.135082,2.565442,inf,2.897522,3.181514,3.244096,inf,3.793402,3.205909,inf,inf,3.077694,3.431902,inf,inf,inf,2.743780,3.302987,inf,inf,3.121841,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.873421,3.331566,inf,3.874661,3.069942
3.434907,3.106637,2.803408,3.056288,inf,3.374966,3.192808,2.726859,3.120463,2.876286,2.889740,3.011724,inf,nan,3.079019,2.841790,3.239255,3.314021,inf,inf,3.385108,3.086893,2.664379,3.260779,2.310029,1.455496,inf,2.033087,inf,3.171153,2.804736,inf,4.101789,3.141600,inf,inf,3.239464,3.389261,3.363117,inf,3.093429,3.581062,inf,3.080028,3.085641,3.617089,3.507407,3.397013,3.516753,inf,3.233849,3.151309,3.341054,3.265439,inf,3.278034,3.327720,inf,inf,inf,3.558197,3.420006,3.151309,inf,inf,3.660594,3.890360,3.231125,3.314021,inf,3.131699,inf,3.706985,inf,3.772166,3.971181,inf,3.044522,inf,inf,3.151309,3.163968,3.285441,4.209900,3.272675,inf,inf,3.890360,2.561982,inf,inf,2.967447,2.778414,3.299935,3.341054,3.632015,3.916007,3.632015,inf,inf,4.084243,inf,inf,3.956028,3.963662,2.791748,inf,inf,3.222860,3.834748,inf,3.402861,3.450869,3.265439,inf,3.314021,inf,3.700616,inf,inf,inf,inf,3.516753,3.058608,inf,inf,inf
3.380902,3.470756,4.301869,4.113554,inf,3.739085,3.844609,3.927966,2.791435,inf,inf,inf,inf,nan,inf,inf,inf,4.168555,inf,inf,2.997188,inf,3.128834,3.378660,inf,inf,1.264950,inf,3.910822,3.359574,2.272975,4.029322,4.263176,inf,3.155867,inf,3.839886,3.937243,inf,inf,3.340741,2.931882,inf,3.120834,3.705174,inf,3.322220,3.211826,inf,3.142533,inf,inf,inf,inf,inf,3.092847,inf,inf,2.828651,3.461322,3.575743,inf,inf,inf,2.426341,inf,inf,inf,inf,inf,3.495818,inf,inf,3.608722,2.893832,3.092847,3.586979,3.408642,inf,inf,inf,3.181514,2.753681,inf,2.909150,inf,3.293086,inf,inf,3.240406,inf,inf,inf,inf,inf,inf,inf,inf,3.003177,inf,3.205909,inf,2.919108,3.077694,3.778475,inf,3.244096,3.515429,3.149245,3.302987,inf,inf,3.121841,inf,inf,inf,2.904821,inf,3.770842,2.893832,inf,inf,inf,inf,inf,2.834940,inf
3.764837,2.559558,2.510665,2.796891,inf,3.003997,3.626558,3.049037,inf,2.270316,3.024572,3.648207,inf,nan,2.819622,inf,2.979858,3.198465,2.332897,2.649159,3.360713,2.701839,2.630975,inf,2.743780,2.033087,inf,1.293802,2.796891,3.101501,3.518294,2.289010,2.743780,2.882204,inf,inf,2.960957,3.719192,inf,inf,2.919957,4.188966,1.996033,2.979858,3.284390,inf,2.901437,2.444469,3.257356,inf,inf,inf,inf,2.862201,3.094645,2.815904,3.068323,inf,inf,3.387112,3.501533,3.507183,inf,inf,inf,3.950504,3.284390,2.971728,3.401197,inf,2.872302,inf,2.898282,3.534512,2.819622,3.711784,3.512769,3.334432,inf,3.218876,3.094645,2.414157,2.476738,3.257356,3.090353,inf,inf,2.937816,2.851891,inf,inf,3.054624,2.375176,2.693965,inf,inf,inf,3.169886,inf,3.372618,inf,3.154959,inf,2.891913,3.357692,3.428231,3.372618,3.441219,3.421608,3.372618,inf,3.143464,3.740778,inf,inf,3.054624,inf,3.094645,3.350058,3.166196,inf,inf,3.257356,2.910783,3.131699,inf,inf
3.427802,2.587966,2.523199,2.459855,inf,3.936037,3.694988,inf,4.577414,3.234625,2.994944,2.793723,inf,nan,3.581199,inf,3.394861,4.162774,3.643780,1.912869,3.887288,2.770269,3.416947,3.719453,inf,inf,3.910822,2.796891,1.651446,2.202501,2.536693,2.022914,2.573747,2.167194,2.619651,2.908826,3.164963,4.057120,3.196544,2.455553,2.685319,2.899680,2.613769,3.486022,3.049752,3.426121,3.865746,3.349887,2.676144,inf,3.794921,3.856222,inf,3.368365,3.365807,3.230908,4.032633,inf,3.516018,3.546702,3.183367,3.372880,inf,3.426121,inf,4.568239,3.208979,3.936037,3.672360,inf,3.581199,inf,3.718750,4.152247,3.783931,inf,2.829160,3.952167,inf,2.940732,inf,4.071613,2.950633,4.568239,4.257395,inf,3.633879,3.352820,inf,inf,4.141494,4.018933,2.616026,3.031893,inf,4.336928,inf,4.336928,3.690543,3.643780,3.546702,4.119268,4.358514,3.967794,3.628854,3.699393,3.643780,4.405528,3.692771,3.846513,3.163075,3.414627,inf,inf,inf,4.018933,inf,3.085999,3.418488,4.130505,4.083960,inf,3.123053,3.875092,3.200129,3.725040,3.064162
3.498837,2.958920,2.364367,2.580932,3.781990,2.998194,3.058790,3.451109,2.891824,3.579257,2.905278,3.427012,3.062220,nan,2.742269,4.440640,2.923785,3.032271,inf,2.715647,2.859711,3.281903,3.201283,4.214137,4.111612,3.171153,3.359574,3.101501,2.202501,1.969041,2.569977,2.005956,2.526070,2.161642,2.611340,2.757394,2.779166,2.641380,2.650883,2.265716,2.568784,2.614441,2.814559,3.097485,3.079070,3.973486,4.210378,4.022909,3.415005,inf,3.649138,3.204639,3.900184,4.373875,4.057013,3.379018,inf,4.191145,4.266115,3.121112,3.770753,3.573670,inf,4.522792,4.413110,4.016991,3.167015,3.934095,3.939916,4.233423,4.240135,3.670418,3.487042,3.803732,3.984722,inf,2.833430,3.806385,4.057013,3.101501,4.259745,3.299449,2.804850,5.115604,4.602027,inf,4.383976,4.449490,3.264953,3.478922,3.995712,3.873150,2.879398,3.747493,3.442039,3.732999,3.781990,3.530267,3.688602,4.884292,3.707472,3.626912,3.932923,4.312426,3.896410,4.593331,3.641839,4.606319,4.383976,4.191145,3.945441,4.105832,3.807266,3.915729,3.710439,4.219724,3.302564,3.507707,3.579257,inf,4.082018,4.331296,4.075883,3.796075,4.094067,4.416245,4.160832
2.945232,3.618889,2.742311,3.645615,inf,3.394576,inf,3.806601,inf,inf,3.192808,3.947625,inf,nan,4.158761,inf,inf,inf,inf,inf,4.118276,3.473488,3.354042,3.401136,3.592504,2.804736,2.272975,3.518294,2.536693,2.569977,1.457348,2.095786,2.899357,2.370692,2.779089,3.096309,3.505478,4.365184,3.571374,2.757081,3.454377,2.966123,inf,3.625850,3.078008,3.657110,3.894002,3.004536,3.098629,3.714315,2.560313,inf,inf,3.228385,3.537904,4.357776,inf,inf,3.400433,3.060149,3.077491,4.499748,inf,3.454377,2.742710,4.047189,3.583808,inf,3.700616,inf,3.609455,inf,3.635435,3.173052,2.742154,3.038247,3.119040,3.777691,inf,3.238486,inf,2.857416,2.978889,3.791776,2.948577,inf,3.060149,inf,inf,3.262881,4.169750,2.804736,3.256170,inf,inf,3.815877,inf,3.815877,3.463387,3.815877,inf,4.147525,3.104295,inf,3.545538,3.727649,inf,3.740637,3.441219,3.122730,inf,3.586724,3.693623,inf,inf,inf,3.476603,3.740637,3.100170,2.916308,4.112216,3.812187,2.583820,3.903348,3.084544,3.126914,3.092418
3.313621,2.965095,2.404898,2.997906,inf,3.099766,3.338948,inf,inf,2.016051,2.506008,inf,inf,nan,2.516137,2.489515,inf,4.137433,2.442752,inf,3.456482,2.489515,2.806139,inf,inf,inf,4.029322,2.289010,2.022914,2.005956,2.095786,1.318142,2.197541,1.767789,2.535419,2.658527,3.090850,3.163429,3.129263,2.177438,3.057342,2.808148,1.759314,4.409241,3.674052,inf,inf,2.190204,3.647019,inf,3.566847,inf,3.268587,2.625482,2.857926,2.715152,2.831604,inf,3.837251,2.972055,3.544622,inf,inf,inf,inf,3.993592,3.013174,2.735009,3.038821,inf,3.059232,inf,3.210869,3.172135,2.803819,inf,2.692248,2.972055,inf,2.618038,inf,2.870585,2.754829,3.367211,3.056367,inf,4.301685,2.701097,inf,inf,3.566847,2.817905,2.129607,2.803819,inf,inf,inf,3.010242,inf,3.069133,inf,2.918240,3.783867,2.766765,3.120973,inf,3.135899,3.204500,3.184889,3.965013,3.425416,2.839980,inf,inf,inf,2.817905,3.566847,inf,2.749220,2.356910,3.509313,inf,inf,2.674064,2.530861,inf,inf
3.503001,2.877173,2.666451,2.754004,3.384247,2.691612,3.722048,3.407239,4.583194,2.691099,2.964405,inf,inf,nan,3.200384,3.619248,2.910227,2.792787,2.450613,2.723369,3.936574,2.901706,3.028498,3.325980,3.916602,4.101789,4.263176,2.743780,2.573747,2.526070,2.899357,2.197541,1.890710,2.400211,2.782260,2.881627,3.328435,3.121534,3.298511,2.807907,3.320330,3.106358,2.416816,3.747215,3.078792,4.327781,inf,2.797187,3.534299,4.038413,3.342556,3.862002,inf,3.282984,3.515429,3.184008,3.489107,inf,4.071104,3.421301,4.818196,3.672553,2.822282,inf,3.245145,4.920593,3.358600,3.392511,3.435386,4.038413,3.539324,3.552483,3.868372,3.878220,3.509904,3.988727,3.181514,3.264801,inf,2.967792,3.862002,3.141493,3.302987,4.024714,3.570028,inf,4.882113,3.281525,3.821981,2.937338,4.493848,3.475407,2.755938,3.461322,3.078792,3.244096,inf,3.191415,3.493591,3.537989,3.990217,3.431902,2.754856,3.018803,3.202136,inf,3.490334,3.212361,3.842392,3.852293,3.168855,3.564248,4.364294,3.629558,3.862002,2.984993,2.995982,3.057283,3.568109,2.719679,2.807265,3.240406,4.227446,3.254491,3.475407,3.161103,3.619248
3.444040,3.294876,2.454558,2.647565,3.666512,3.461734,3.983033,inf,4.204581,2.596478,2.747573,4.697829,inf,nan,3.040130,inf,3.224761,3.325174,3.035946,inf,3.514455,2.884160,3.044114,3.930423,4.342708,3.141600,inf,2.882204,2.167194,2.161642,2.370692,1.767789,2.400211,1.637432,2.650364,2.940323,3.009839,3.217643,3.054730,2.384037,3.810353,2.903733,2.193281,3.403099,2.924813,3.858008,4.094900,2.735156,3.960405,4.117945,3.880234,3.941535,4.477853,3.107104,3.248387,3.375112,3.424798,3.426025,4.843784,3.463779,3.924773,3.930423,3.208366,inf,4.644206,4.027171,3.112839,2.822402,3.698781,3.915213,3.575351,inf,3.644836,3.005634,3.363444,4.414833,2.784717,3.101579,inf,2.914473,3.594961,3.463779,2.689372,3.390688,3.490334,3.607620,4.268498,3.158324,2.894062,3.757672,4.024075,2.883072,2.550198,3.117205,2.848805,3.670202,4.359659,3.085166,4.325162,3.323628,3.775856,3.511434,4.241094,3.301068,3.367593,3.928547,3.670202,3.483389,3.498275,4.422240,4.288108,3.185635,3.691788,3.218676,4.634682,3.096794,inf,4.490841,3.136816,3.064525,2.906408,4.013085,3.757672,2.772952,3.055675,inf,inf
3.169474,3.075465,2.807966,3.478477,inf,3.383815,4.182487,inf,3.567047,inf,3.345499,inf,inf,nan,3.578283,inf,inf,inf,inf,inf,4.028213,3.519392,3.211299,3.572697,inf,inf,3.155867,inf,2.619651,2.611340,2.779089,2.535419,2.782260,2.650364,1.697377,2.776480,3.608046,3.928547,3.390150,3.028977,4.025192,3.174738,inf,3.626947,2.867364,2.671167,4.006672,3.693545,2.976297,3.826985,3.242699,3.304000,3.840319,3.620862,3.304000,3.574566,inf,3.438132,3.859676,4.145773,3.710888,3.572697,3.853306,3.423206,4.006672,3.466712,3.696478,3.730389,4.159859,3.826985,3.284390,3.890360,3.859676,3.600026,inf,4.123872,3.375551,4.093093,inf,3.284390,inf,inf,3.438132,3.669444,3.299708,3.519392,3.630964,4.043051,inf,2.508250,3.589273,3.813285,3.277678,inf,3.493745,2.848805,4.068698,2.811751,3.484895,3.235400,3.687628,inf,3.603559,3.762146,3.143398,inf,4.131279,inf,3.487123,3.135064,inf,3.352820,3.054253,3.071556,3.650574,3.813285,inf,2.702014,3.304000,inf,3.185164,3.120138,3.043063,3.466712,3.543787,3.865965,3.061246
3.172389,3.667708,3.235957,3.963933,inf,3.621733,3.694988,inf,3.223389,inf,3.295734,inf,3.613468,nan,3.234625,inf,3.944167,3.239861,3.297207,3.266894,3.463639,3.135712,3.469627,3.666773,inf,inf,inf,inf,2.908826,2.757394,3.096309,2.658527,2.881627,2.940323,2.776480,1.815290,3.298885,3.831127,3.721456,3.234625,4.577414,3.370861,inf,3.944167,3.443980,inf,inf,3.003313,3.672360,3.227914,3.448347,3.509648,4.045967,4.173084,inf,3.780214,inf,inf,4.065324,3.152474,4.465842,3.272544,2.960342,inf,3.865746,3.763520,2.776480,4.282611,3.469627,inf,3.412963,inf,3.260605,3.525866,4.130505,inf,3.278131,3.099793,inf,3.210230,inf,3.031893,3.185635,3.672360,3.799250,inf,3.556804,3.902126,3.011482,4.130505,4.141494,inf,3.686059,inf,2.847019,4.336928,3.927772,3.532209,3.690543,2.982902,4.096008,3.079548,2.972219,3.621220,3.123053,4.045967,4.336928,3.856222,4.385918,3.734941,3.229840,4.107774,3.553795,3.479937,3.306916,2.389885,2.297055,3.509648,3.765061,3.783931,3.390813,3.581199,3.875092,inf,3.546702,3.725040,2.808749
3.209565,3.576361,3.151457,3.534840,3.654104,3.390057,3.220907,2.912154,3.371060,2.875032,3.107015,2.472998,4.582253,nan,2.724655,3.710768,3.873231,3.337490,3.919418,3.339800,3.043902,3.076942,2.960378,3.684504,3.357345,3.239464,3.839886,2.960957,3.164963,2.779166,3.505478,3.090850,3.328435,3.009839,3.608046,3.298885,2.217412,2.411880,2.570606,2.737813,2.890212,2.941409,3.327141,3.012406,2.978816,4.394906,3.602604,3.519540,3.346011,4.375036,4.483898,3.523662,3.751887,3.297429,3.257260,3.669257,3.931384,3.478223,3.429696,3.710768,3.805579,3.432085,4.569594,3.818566,4.029812,3.738368,3.897956,3.753529,3.849084,3.467391,3.706784,3.633693,3.632429,4.291918,3.697610,4.402425,4.000678,3.710768,4.020288,3.666763,3.344091,4.288360,3.413618,4.039158,3.653027,5.040398,4.096863,3.695223,3.339800,3.878116,4.257905,3.617298,3.230938,3.966181,2.729980,4.084539,4.144519,3.535233,3.926160,3.904032,3.560716,4.394906,3.990224,3.749126,3.633693,4.162378,3.860527,4.037239,3.383912,4.077345,4.275701,3.631373,3.896198,4.389830,3.801160,3.745265,4.070558,3.745265,3.837966,4.029257,4.850012,4.752716,3.419971,3.680238,3.246000,3.841451,3.456607
3.448088,3.593794,3.399596,3.687286,inf,3.166143,3.246869,2.952392,3.833613,3.221025,3.309809,3.273923,3.090583,nan,2.676011,4.122430,3.970588,3.208366,3.323628,inf,3.540102,3.230734,3.187955,3.826046,3.387937,3.389261,3.937243,3.719192,4.057120,2.641380,4.365184,3.163429,3.121534,3.217643,3.928547,3.831127,2.411880,1.832579,2.373631,2.770632,2.821422,2.964288,2.986763,3.103288,3.158324,inf,inf,3.526361,4.450819,4.261786,inf,3.738802,3.581973,3.549864,3.661727,3.932292,4.261786,3.795859,3.947904,4.122430,inf,3.848272,inf,inf,inf,4.045354,4.477853,3.615885,4.045354,3.915213,4.268498,3.632015,4.641051,4.525242,4.359659,inf,inf,3.723176,3.738802,4.412339,3.829963,4.300767,inf,4.797393,4.486549,inf,inf,3.928547,3.352207,4.013085,4.024075,3.443368,3.635405,4.234001,2.888826,inf,inf,3.713707,inf,4.219508,3.601703,4.001849,inf,3.738802,3.698781,inf,4.566081,4.634682,3.921924,4.768814,inf,3.787621,3.894520,4.199505,inf,3.698781,inf,inf,4.543521,4.359659,inf,inf,inf,3.554940,3.573124,3.404887,inf
3.330638,3.387045,3.279999,3.374882,inf,3.397028,3.529586,3.392026,inf,3.618530,3.574778,inf,inf,nan,3.051040,3.930607,3.634924,3.632615,inf,3.506958,4.050276,4.108944,3.709690,3.738600,inf,3.363117,inf,inf,3.196544,2.650883,3.571374,3.129263,3.298511,3.054730,3.390150,3.721456,2.570606,2.373631,2.030403,2.600089,2.841855,3.002378,2.776757,3.129124,3.246309,3.666185,inf,4.341989,3.768582,inf,inf,3.403138,inf,3.608428,4.299018,inf,inf,3.393429,3.679006,4.042178,4.156599,4.162249,inf,3.868917,inf,4.258996,4.142189,3.829527,4.605570,3.723390,4.279407,3.989498,4.651961,4.392311,inf,inf,3.912423,3.845657,inf,4.076675,3.749712,3.965103,3.883844,inf,4.497458,inf,4.769822,4.142189,3.251545,3.565849,inf,3.565849,4.272696,inf,2.932005,3.772272,inf,3.478379,4.479913,4.027685,4.133339,inf,4.598577,4.207857,3.868917,inf,inf,4.299018,4.076675,4.433150,4.442859,3.654690,3.905430,inf,inf,3.912423,2.936372,3.749712,4.005124,inf,3.519304,4.370568,3.768582,3.768582,3.642925,3.559638,3.853531
3.653266,inf,2.796558,3.090784,inf,inf,inf,3.598343,inf,2.851891,3.024572,2.699647,inf,nan,2.505318,inf,inf,inf,inf,inf,3.360713,3.342306,2.842717,3.395611,inf,inf,inf,inf,2.455553,2.265716,2.757081,2.177438,2.807907,2.384037,3.028977,3.234625,2.737813,2.770632,2.600089,1.337630,2.153094,2.705185,inf,3.306021,4.068698,inf,3.136439,inf,inf,inf,inf,inf,inf,3.646509,inf,inf,inf,3.666512,inf,3.275540,inf,inf,inf,inf,inf,4.041664,3.375551,inf,inf,inf,3.512769,inf,inf,inf,inf,inf,3.054624,inf,inf,3.310037,inf,inf,3.117205,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.159484,inf,2.826245,inf,inf,3.261046,inf,inf,3.916007,inf,inf,inf,inf,inf,inf,inf,inf,3.463779,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.569433,inf,inf
4.073141,3.646934,3.523275,3.114044,3.704265,3.499488,3.451070,2.928456,3.330060,3.198465,3.791021,2.821262,3.533802,nan,2.990707,3.610877,3.262515,3.404046,inf,2.763579,3.306898,2.824260,2.846866,3.621603,3.138008,3.093429,3.340741,2.919957,2.685319,2.568784,3.454377,3.057342,3.320330,3.810353,4.025192,4.577414,2.890212,2.821422,2.841855,2.153094,1.967506,2.633050,2.736835,2.862636,3.475886,4.098494,3.439506,4.022260,3.795426,inf,4.611134,3.776556,inf,4.642724,4.528595,3.903280,4.502273,3.969579,3.252489,4.016342,3.581457,3.312084,inf,inf,4.335386,4.064924,3.913620,4.405677,4.285841,4.502273,4.050839,3.323195,3.841817,4.621888,4.050839,4.249854,4.142000,4.768381,inf,4.652825,3.979288,3.848106,3.766847,4.344732,4.524303,inf,4.999399,4.169033,3.481122,4.050839,4.611134,inf,3.952967,2.952227,3.542652,4.113420,inf,3.564114,4.709490,inf,3.939267,inf,4.828154,4.234701,4.098494,4.515607,3.217541,inf,4.162411,3.655275,4.123129,inf,3.932274,inf,inf,inf,3.291606,3.429982,4.090860,inf,4.004294,inf,4.142000,inf,4.565649,inf,inf
