# ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64,ch65,ch66,ch67,ch68,ch69,ch70,ch71,ch72,ch73,ch74,ch75,ch76,ch77,ch78,ch79,ch80,ch81
1.000000,1.000000,0.985294,0.982759,0.983051,0.958333,0.937500,0.968254,0.983333,0.975309,1.000000,0.985294,0.985507,0.987654,0.989362,0.966667,1.000000,1.000000,0.984848,0.962264,1.000000,0.985915,0.958333,0.983051,1.000000,1.000000,0.975610,0.969388,1.000000,0.975000,0.977528,0.987342,0.000000,1.000000,0.983051,0.964286,1.000000,0.987952,0.972727,0.975000,0.980769,0.938462,0.977778,0.967213,0.968254,0.981481,0.962264,1.000000,1.000000,0.985714,1.000000,0.975000,0.986486,0.987654,0.945652,0.968254,0.975309,0.974026,0.957746,0.962264,0.971831,0.966667,0.972973,0.990654,0.971014,0.983333,0.962025,0.968254,1.000000,0.980392,0.947368,0.983051,0.960000,1.000000,1.000000,0.965517,1.000000,0.904762,1.000000,0.977528,0.977273
0.935065,0.909091,0.975904,0.958333,0.972973,0.968750,0.953125,0.934211,0.930556,0.935484,0.985507,0.988095,0.963855,0.911111,0.990909,0.941748,0.941176,0.940299,1.000000,0.992000,0.934211,0.964706,0.941860,0.972973,0.875000,0.960000,0.947368,0.964602,0.949367,0.934783,0.950980,0.933333,1.000000,0.000000,0.972973,0.986301,0.920635,0.958333,0.951220,0.944444,0.929825,0.963415,0.983607,0.946667,0.961538,0.971014,0.924242,0.968254,0.966667,1.000000,0.952381,0.957447,0.954023,0.946237,0.963303,0.948052,0.968750,0.956044,0.928571,0.955882,0.952941,0.971698,0.891566,0.975207,0.951807,0.945205,0.957447,0.961538,1.000000,0.920635,0.962963,0.944444,0.967033,0.939394,0.985714,0.972973,0.948718,0.924051,0.931507,0.971154,0.910714
0.987013,0.970297,0.987500,0.985714,1.000000,1.000000,1.000000,0.973333,0.986111,0.989362,0.984615,0.948052,0.987654,0.978261,0.940594,0.960396,0.985075,0.969231,0.987179,0.974790,0.986842,0.975610,0.964286,0.971429,0.963855,0.986301,0.967742,0.991071,0.987179,0.955556,0.970000,0.917647,0.983051,0.972973,0.000000,0.985507,0.967742,0.967742,0.983740,0.980769,0.973913,0.948052,0.982456,0.972603,0.973333,0.969231,0.984848,0.983333,0.982456,0.975309,0.975610,0.967033,0.976471,0.967033,0.990741,0.973333,0.989362,0.977528,0.976190,0.936508,0.975904,0.960396,0.913580,0.983051,0.962500,0.942029,0.967033,0.959459,0.987342,0.967742,1.000000,0.985915,0.988764,0.968750,0.984848,1.000000,0.973684,0.974684,0.972222,0.948980,0.982143
0.986667,0.969697,0.987179,0.985294,0.985507,0.965517,1.000000,0.986486,0.985714,0.955056,0.984127,0.974026,1.000000,0.966292,0.980583,0.980198,0.984615,1.000000,0.973333,0.991597,1.000000,0.987654,0.975904,1.000000,0.987952,1.000000,0.943820,0.962617,0.986842,0.977778,0.990000,0.988764,0.964286,0.986301,0.985507,0.000000,1.000000,0.989247,0.975000,1.000000,0.982456,0.960526,0.981818,0.986111,0.986486,0.984375,0.968254,0.964912,0.962963,1.000000,0.987654,0.966292,0.975904,0.954545,0.961165,0.958333,0.943182,0.977011,0.962963,0.984375,0.962500,0.990196,0.951220,0.964912,0.948052,0.985714,0.977778,1.000000,0.987013,0.983607,1.000000,0.985507,0.976744,0.967742,0.951613,0.955224,0.972973,0.887324,0.971429,0.969388,1.000000
0.906250,0.967742,0.971831,0.932203,0.967742,0.961538,0.981481,0.954545,0.984375,0.964286,1.000000,0.986111,0.972222,0.938272,0.957895,0.956989,0.983051,0.982759,0.985714,0.954128,0.938462,0.972973,0.946667,0.967742,0.931507,0.984615,0.976744,0.980583,0.955882,0.951220,0.967391,0.909091,1.000000,0.920635,0.967742,1.000000,0.000000,0.976744,0.945946,0.928571,0.962264,0.910448,0.958333,0.953125,0.985294,0.982759,0.927273,0.960784,1.000000,0.972603,0.958904,0.976190,0.960526,0.988235,0.969388,0.970149,0.951807,1.000000,0.973684,0.982759,1.000000,0.968085,0.933333,0.962963,0.972603,0.968254,0.951220,0.970149,1.000000,0.962963,0.976744,0.984127,0.987654,0.982456,1.000000,0.984127,0.955224,0.942029,0.984615,0.978495,0.979167
0.980000,0.959350,0.950000,0.989362,0.989474,0.988235,0.964286,0.947917,0.978947,0.956140,0.965517,0.950000,0.950495,0.946429,0.943548,0.976190,0.954545,0.929412,0.980198,0.957143,0.969388,0.971429,0.942857,0.989474,0.942308,0.957447,0.918919,0.962121,0.970000,0.973913,0.967480,0.964286,0.987952,0.958333,0.967742,0.989247,0.976744,0.000000,0.950704,0.986842,0.916031,0.950000,0.975000,0.968750,0.990000,0.954023,0.954023,0.950617,0.948718,0.980952,0.951456,0.973913,0.972222,0.955752,0.976923,0.969388,0.946903,0.973214,0.942308,0.954023,0.941748,0.951220,0.953271,0.948905,0.971154,0.934066,0.955752,0.947917,0.990291,0.964706,0.972973,0.921348,0.963636,0.953488,0.965909,0.967742,0.959184,0.950000,0.911111,0.992063,0.974684
0.926230,0.939189,0.977099,0.966667,0.958333,0.954545,0.954955,0.943089,0.967213,0.950355,0.982906,0.992481,0.961538,0.942446,0.954248,0.939597,0.983193,0.983051,0.976744,0.945783,0.951613,0.977612,0.947368,0.975410,0.946970,0.992063,0.972414,0.968944,0.926829,0.942446,0.960000,0.925926,0.972727,0.951220,0.983740,0.975000,0.945946,0.950704,0.000000,0.970874,0.950920,0.901639,0.990909,0.950820,0.976378,0.974359,0.938053,0.972973,0.972222,0.953846,0.954198,0.957447,0.970588,0.950000,0.941176,0.960000,0.993197,0.978723,0.962687,0.965517,0.954545,0.946667,0.939850,0.951515,0.961832,0.958678,0.950000,0.934426,0.984733,0.955357,0.990385,0.940678,0.963768,0.982906,0.974359,0.949580,0.943548,0.969231,0.967480,0.966887,0.981481
0.927273,0.975904,1.000000,0.960000,0.960784,0.976190,0.976744,0.945455,0.961538,0.958904,0.978261,0.966667,1.000000,0.958333,0.964706,0.963855,0.979167,0.978723,1.000000,0.990196,0.945455,1.000000,0.920635,0.960784,0.919355,0.981481,0.986842,0.989247,0.947368,0.958333,0.987952,0.957143,0.975000,0.944444,0.980769,1.000000,0.928571,0.986842,0.970874,0.000000,0.979381,0.966667,0.973684,0.981818,0.964286,0.956522,0.933333,0.950000,1.000000,1.000000,0.968254,0.958333,0.985075,0.972603,0.965517,0.945455,1.000000,1.000000,0.969231,0.978723,0.984615,0.951220,0.970149,0.990000,0.967742,1.000000,0.958333,0.945455,1.000000,0.977273,1.000000,0.980769,0.971014,1.000000,1.000000,0.960784,0.964912,0.966667,0.962264,1.000000,0.944444
0.957983,0.951049,0.967480,0.945946,0.973913,0.981132,0.971698,0.948718,0.956140,0.970803,0.990991,0.975806,0.942149,0.931298,0.959184,0.986577,0.963636,0.972727,0.983740,0.969325,0.948718,0.960000,0.960938,0.982759,0.926829,0.974359,0.948148,0.960784,0.983740,0.947368,0.965278,0.962406,0.980769,0.929825,0.973913,0.982456,0.962264,0.916031,0.950920,0.979381,0.000000,0.959016,1.000000,0.947826,0.966387,0.963303,0.972727,0.990566,0.960000,0.976190,0.960000,0.978102,0.960938,0.955224,0.959732,0.966387,0.978261,0.954198,0.968750,0.963303,0.968504,0.958621,0.910569,0.949367,0.976190,0.974138,0.914729,0.948718,0.983871,0.971963,0.957447,0.955752,0.969697,0.981818,0.972727,0.973913,0.966667,0.932773,0.965517,0.958042,0.980198
0.951807,0.943925,0.977273,0.933333,0.974684,0.971014,0.971429,0.925000,0.962025,0.927835,0.972603,0.977273,0.977528,0.948980,0.945455,0.963636,0.973333,0.986667,0.988506,0.952000,0.963855,0.966667,0.909091,0.974684,0.956044,0.987805,0.970588,0.948276,0.964706,0.959596,0.981818,0.958763,0.938462,0.963415,0.948052,0.960526,0.910448,0.950000,0.901639,0.966667,0.959016,0.000000,0.969231,0.975610,1.000000,0.972973,0.944444,0.970588,0.969231,0.917647,0.943182,0.959596,0.978723,0.948980,0.946429,0.925000,0.990291,0.979592,0.978495,0.944444,0.967033,0.944444,0.945652,0.968000,0.930233,0.935065,0.927083,0.951220,0.988636,0.942029,0.983333,0.961538,0.935484,0.972603,0.958904,0.948052,0.976471,0.941176,0.962500,0.933333,0.968750
0.984127,0.953488,0.984848,0.982143,1.000000,0.978723,1.000000,0.983871,1.000000,0.974684,0.980392,1.000000,1.000000,0.974359,1.000000,0.977528,0.961538,1.000000,1.000000,0.990654,0.983871,0.970588,1.000000,1.000000,0.971429,1.000000,0.987654,1.000000,0.984375,1.000000,1.000000,0.960000,0.977778,0.983607,0.982456,0.981818,0.958333,0.975000,0.990909,0.973684,1.000000,0.969231,0.000000,1.000000,0.983871,0.980769,0.960784,0.931818,0.976744,0.970149,0.985507,0.987342,1.000000,0.987342,0.989362,0.983871,0.948052,1.000000,0.971429,1.000000,0.985714,0.977528,0.972222,0.980769,0.985294,0.964912,0.974359,1.000000,1.000000,0.936170,0.972973,1.000000,0.972973,0.980392,1.000000,1.000000,0.984127,0.936508,1.000000,0.988636,0.951220
0.948052,0.980952,0.987952,0.972222,0.928571,0.951613,0.952381,0.974359,0.944444,0.957447,1.000000,1.000000,0.937500,0.968085,0.990826,0.930693,0.985714,0.985507,0.987654,0.966942,0.974359,0.976471,0.977273,1.000000,0.952941,0.973333,0.979381,0.954955,0.948718,0.956989,0.980769,0.944444,0.967213,0.946667,0.972603,0.986111,0.953125,0.968750,0.950820,0.981818,0.947826,0.975610,1.000000,0.000000,0.961039,1.000000,0.970588,1.000000,0.948276,0.976190,0.964286,0.956989,0.941176,0.956989,0.962963,0.961039,0.979167,0.967033,0.927711,0.970588,0.952381,0.971429,0.941860,0.957627,0.951220,0.986667,0.945652,0.987342,0.975309,0.969231,0.942308,0.897059,0.978022,0.938462,0.985507,0.958333,0.987500,0.962963,0.986842,0.980769,0.983051
0.975309,0.990741,0.988235,0.972973,0.973333,0.969231,0.953846,0.987654,0.960000,0.979592,1.000000,0.988235,0.964286,0.989796,0.972477,0.962264,1.000000,0.985915,1.000000,0.959016,0.975000,0.977011,0.977778,0.986842,0.929412,0.987179,1.000000,0.964912,0.987952,0.989796,1.000000,0.968085,0.968254,0.961538,0.973333,0.986486,0.985294,0.990000,0.976378,0.964286,0.966387,1.000000,0.983871,0.961039,0.000000,0.985915,0.985915,0.984615,1.000000,1.000000,1.000000,0.989796,0.977778,0.957895,0.982143,0.987654,0.969072,0.978723,0.965909,0.985915,0.953488,0.981481,0.966667,0.991935,0.988506,1.000000,0.946809,0.935065,0.988095,0.970149,1.000000,0.986842,0.956044,0.985714,1.000000,1.000000,0.987805,0.963855,0.974026,0.990654,0.983607
0.957143,0.968750,0.986667,0.984615,0.969231,1.000000,0.982456,0.956522,0.969697,0.977273,0.966102,0.972973,0.945205,0.965116,0.969697,0.969072,0.983871,0.983607,1.000000,0.991379,0.985915,0.960526,0.962025,0.984848,0.961538,0.985294,0.965909,0.971429,0.972222,0.977011,0.979167,0.939024,0.981481,0.971014,0.969231,0.984375,0.982759,0.954023,0.974359,0.956522,0.963303,0.972973,0.980769,1.000000,0.985915,0.000000,0.949153,0.943396,0.980769,1.000000,0.974026,0.952941,0.987654,0.952941,0.970297,0.971429,0.965517,0.976190,0.948052,0.983607,0.987342,0.936170,0.949367,0.982301,0.987013,0.953846,0.977011,0.971429,0.972603,0.964912,0.978261,0.984848,0.975904,0.983333,1.000000,0.984848,0.957143,0.944444,0.954545,1.000000,0.980392
0.893939,0.946809,0.958904,0.968750,0.953125,0.963636,0.925926,0.925373,0.969697,0.915663,0.948276,0.986667,0.986842,0.965116,0.980000,0.947368,0.983871,0.983607,0.972222,0.982609,0.956522,0.960526,0.921053,0.984848,0.920000,0.970149,0.965909,0.971429,0.957746,0.977011,0.957447,0.951807,0.962264,0.924242,0.984848,0.968254,0.927273,0.954023,0.938053,0.933333,0.972727,0.944444,0.960784,0.970588,0.985915,0.949153,0.000000,0.901961,1.000000,0.973684,0.946667,0.952941,0.987654,0.965116,0.938776,0.925373,0.977273,0.963855,0.961538,0.983607,0.974359,0.924731,0.922078,0.963964,0.945946,0.953846,0.952941,0.956522,1.000000,0.964912,0.955556,0.936508,0.975904,0.966102,1.000000,0.953125,0.926471,0.944444,0.938462,0.989691,0.960000
0.969231,0.989130,0.985507,0.983051,0.983333,0.980000,0.980392,0.968750,0.949153,0.936709,0.981481,0.970588,0.985714,0.949367,0.978723,0.955556,0.982143,0.981818,1.000000,0.972222,0.984615,0.971831,0.944444,0.983333,0.958333,0.983871,0.975904,0.990099,0.985075,0.975309,0.989011,0.961538,1.000000,0.968254,0.983333,0.964912,0.960784,0.950617,0.972973,0.950000,0.990566,0.970588,0.931818,1.000000,0.984615,0.943396,0.901961,0.000000,1.000000,0.985915,0.986111,0.962500,0.986667,0.975309,0.968421,0.952381,0.950000,0.961039,0.958333,0.981818,0.957746,0.955556,0.959459,0.971698,0.971429,0.983607,0.962500,0.968750,1.000000,0.980769,1.000000,0.983333,0.960526,0.962264,1.000000,1.000000,0.919355,0.955224,0.950000,1.000000,0.954545
1.000000,0.965517,0.936508,1.000000,0.964286,0.978723,0.957447,0.967213,0.982759,0.974684,1.000000,0.936508,0.969697,0.987342,0.978022,0.977528,0.961538,1.000000,0.984375,0.961538,1.000000,0.955224,0.986111,1.000000,0.971429,1.000000,0.987654,0.957895,0.968254,1.000000,0.988636,0.987013,1.000000,0.966667,0.982456,0.962963,1.000000,0.948718,0.972222,1.000000,0.960000,0.969231,0.976744,0.948276,1.000000,0.980769,1.000000,1.000000,0.000000,0.985294,0.970588,0.974359,0.986111,0.961039,0.978495,0.983871,0.961538,0.959459,0.985915,0.940000,0.955882,0.988889,0.942857,0.950495,0.954545,0.946429,0.974359,0.913793,0.984615,0.936170,0.972973,0.925926,0.986667,0.980392,0.940000,0.982456,0.984127,0.953125,0.928571,0.977011,0.951220
0.977011,0.982301,0.977778,0.975000,0.987805,0.971831,0.957746,0.952381,0.987952,0.980769,1.000000,0.989011,0.978022,0.990385,0.964912,0.982456,1.000000,0.987013,0.988764,0.984733,0.988506,0.989362,0.989691,1.000000,0.989583,0.988095,0.980952,0.983607,0.988764,0.970588,0.963636,0.980198,0.985714,1.000000,0.975309,1.000000,0.972603,0.980952,0.953846,1.000000,0.976190,0.917647,0.970149,0.976190,1.000000,1.000000,0.973684,0.985915,0.985294,0.000000,0.989362,0.980583,0.989691,0.980583,0.983051,0.988506,0.990476,0.969697,0.978947,0.987013,0.978723,0.954955,0.989796,0.992308,0.978261,0.962963,0.970588,0.976744,0.977528,0.986486,1.000000,0.975309,0.947917,0.986842,0.987013,0.962500,0.988636,0.977778,1.000000,0.934579,1.000000
0.953488,0.945455,0.966667,0.975309,0.987952,0.957746,0.972603,0.952941,0.975904,0.896907,0.987013,0.989130,0.943820,0.970874,0.965217,0.945946,0.974359,0.987179,1.000000,0.969231,0.952941,0.967742,0.957895,0.987952,0.968421,0.988235,0.951456,0.958333,0.977528,0.970874,0.973214,0.980392,1.000000,0.952381,0.975610,0.987654,0.958904,0.951456,0.954198,0.968254,0.960000,0.943182,0.985507,0.964286,1.000000,0.974026,0.946667,0.986111,0.970588,0.989362,0.000000,0.990476,0.968750,0.980769,0.965812,0.952941,0.990566,0.990196,0.989691,0.974026,0.968085,0.964602,0.958333,0.976744,0.956044,0.937500,0.960784,0.965116,0.977778,0.958904,0.984127,0.950000,1.000000,0.987013,0.974026,0.950000,0.953488,0.978022,0.963855,1.000000,0.985294
0.958333,0.975610,0.980198,0.966667,0.967033,1.000000,0.988095,0.957895,0.967391,0.964602,0.988506,0.959596,0.990291,0.954955,0.959677,0.950413,0.977273,0.977011,1.000000,0.964029,0.946809,0.980769,0.981308,0.978261,0.961538,1.000000,0.936937,0.928571,0.979798,0.964286,0.975410,0.903846,0.975000,0.957447,0.967033,0.966292,0.976190,0.973913,0.957447,0.958333,0.978102,0.959596,0.987342,0.956989,0.989796,0.952941,0.952941,0.962500,0.974359,0.980583,0.990476,0.000000,0.981308,0.935780,0.934959,0.900000,0.982609,0.953704,0.930693,0.952941,0.961165,0.975806,0.952381,0.971014,0.970588,0.978495,0.982456,0.957895,1.000000,0.963855,0.972222,0.967033,0.972477,0.988506,0.988636,0.967033,0.989899,0.948980,0.967742,0.975410,0.974026
0.966667,0.991525,0.967742,0.963855,0.976471,0.986842,1.000000,0.930233,0.964706,0.952381,0.987500,0.989474,0.945652,0.981308,0.974790,0.974359,0.975309,0.962025,0.943820,0.977612,0.966292,0.979381,0.990099,0.988372,0.947917,0.977011,0.981651,0.992126,0.978261,0.941748,0.946429,0.961165,0.986486,0.954023,0.976471,0.975904,0.960526,0.972222,0.970588,0.985075,0.960938,0.978723,1.000000,0.941176,0.977778,0.987654,0.987654,0.986667,0.986111,0.989691,0.968750,0.981308,0.000000,0.971698,0.957983,0.966292,0.952381,0.960784,0.958763,0.962025,0.979592,0.983051,0.927083,0.953488,0.968421,0.988506,0.951923,0.989011,0.989362,0.987179,0.984848,0.976471,0.970588,0.934211,0.987654,1.000000,0.943182,0.989474,0.952941,0.964912,0.971429
0.947368,0.967213,0.959596,0.966667,0.989247,0.987952,0.963415,0.946809,0.967391,0.973684,0.976744,0.970000,0.970297,0.964286,0.933884,0.967480,0.965517,0.927711,0.990000,0.948905,0.923913,0.970874,0.971698,0.978261,0.961538,0.989474,0.955752,0.945312,0.958763,0.945455,0.958333,0.954128,0.987654,0.946237,0.967033,0.954545,0.988235,0.955752,0.950000,0.972603,0.955224,0.948980,0.987342,0.956989,0.957895,0.952941,0.965116,0.975309,0.961039,0.980583,0.980769,0.935780,0.971698,0.000000,0.976562,0.957895,0.964602,0.943925,0.920000,0.940476,0.961165,0.967480,0.942308,0.963504,0.960396,0.944444,0.973451,0.935484,0.980000,0.951220,0.986301,0.989247,0.933333,0.988506,0.977011,0.967033,0.969072,0.948980,0.945055,0.958333,0.960526
0.963964,0.970803,0.964912,0.971429,0.971698,0.968750,0.969072,0.934579,0.962264,0.926829,1.000000,0.973913,0.982906,0.952000,0.956522,0.948148,0.970588,0.970297,0.973451,0.960784,0.972973,1.000000,0.966667,0.971698,0.966387,0.972222,0.992424,0.951049,0.973451,0.917355,0.962963,0.951220,0.945652,0.963303,0.990741,0.961165,0.969388,0.976923,0.941176,0.965517,0.959732,0.946429,0.989362,0.962963,0.982143,0.970297,0.938776,0.968421,0.978495,0.983051,0.965812,0.934959,0.957983,0.976562,0.000000,0.972973,0.976744,0.950820,0.921053,0.980392,0.957265,0.985714,0.966942,0.993590,0.938053,0.990826,0.934959,0.934579,0.982609,0.990000,0.977011,0.961905,0.984000,0.980198,0.990291,0.941748,0.973214,0.917431,0.972222,0.985507,0.989247
0.962500,0.971698,0.988235,0.754098,0.959459,0.969231,0.985075,0.962025,0.945946,0.924731,0.985714,0.988235,1.000000,0.935484,0.981818,0.952381,0.971831,0.985915,1.000000,0.975806,0.962025,0.977011,0.930233,0.986842,0.929412,1.000000,0.936842,0.973913,0.975610,0.979381,0.971429,0.956989,0.968254,0.948052,0.973333,0.958333,0.970149,0.969388,0.960000,0.945455,0.966387,0.925000,0.983871,0.961039,0.987654,0.971429,0.925373,0.952381,0.983871,0.988506,0.952941,0.900000,0.966292,0.957895,0.972973,0.000000,0.979592,0.967742,0.941860,0.985915,0.977273,0.952381,0.943182,0.991935,0.926829,0.973684,0.957895,0.975000,0.988095,0.954545,0.963636,0.973333,0.956044,0.985714,1.000000,0.973333,0.962500,0.963855,0.946667,0.990654,0.931034
1.000000,0.959016,0.927835,0.967033,0.978495,0.988095,0.976190,0.989899,1.000000,0.946429,0.988636,0.949495,0.950000,0.964602,0.968254,0.976000,0.954023,0.988764,0.937500,0.964286,0.989899,0.971154,0.990826,1.000000,0.941748,0.968085,0.965217,0.953846,0.980000,0.955357,0.941176,0.954545,0.975309,0.968750,0.989362,0.943182,0.951807,0.946903,0.993197,1.000000,0.978261,0.990291,0.948052,0.979167,0.969072,0.965517,0.977273,0.950000,0.961538,0.990476,0.990566,0.982609,0.952381,0.964602,0.976744,0.979592,0.000000,0.954128,0.961905,0.941176,0.971429,0.976000,0.952830,0.916667,0.970874,0.967742,0.991379,0.969072,0.948980,0.964286,0.958333,0.956044,0.972727,0.965116,0.988764,0.989362,0.925532,0.927835,0.978947,0.967213,0.961039
0.978947,0.957627,0.947368,0.977273,0.988889,0.987500,0.948718,0.956522,0.930233,0.972973,0.975904,0.969072,0.979798,0.981982,0.975610,0.975207,0.976471,0.976190,0.968421,0.939850,0.978723,0.970000,0.960784,0.988889,0.960396,0.989130,0.963964,0.952381,0.968421,0.981982,0.966102,0.981651,0.974026,0.956044,0.977528,0.977011,1.000000,0.973214,0.978723,1.000000,0.954198,0.979592,1.000000,0.967033,0.978723,0.976190,0.963855,0.961039,0.959459,0.969697,0.990196,0.953704,0.960784,0.943925,0.950820,0.967742,0.954128,0.000000,0.950000,0.963855,0.980392,0.966667,0.950980,0.970370,0.969697,0.966292,0.963303,0.956522,1.000000,0.975309,0.955882,0.941860,0.961905,0.975904,0.988235,0.988889,0.968085,0.958333,0.943182,0.991736,0.958904
0.930233,0.982759,0.989362,0.937500,0.988235,0.986667,0.973333,0.954023,0.951807,0.961905,0.987342,0.989362,0.978723,0.961538,0.956897,0.908257,0.975000,0.974684,1.000000,0.961832,0.954023,0.989691,0.958763,0.963855,0.913043,0.964706,0.962264,0.950413,0.989130,0.951456,0.964602,0.950495,0.957746,0.928571,0.976190,0.962963,0.973684,0.942308,0.962687,0.969231,0.968750,0.978495,0.971429,0.927711,0.965909,0.948052,0.961538,0.958333,0.985915,0.978947,0.989691,0.930693,0.958763,0.920000,0.921053,0.941860,0.961905,0.950000,0.000000,0.961538,0.946809,0.982906,0.959184,0.992481,0.934066,0.964286,0.971429,0.954023,1.000000,0.973684,0.968750,0.976190,0.916667,0.974359,1.000000,0.951220,0.954545,0.920455,0.926829,0.973684,0.955882
0.971831,0.989796,0.958904,0.968750,1.000000,1.000000,0.982456,0.941176,1.000000,0.965517,1.000000,0.972973,0.945205,0.988636,0.959184,0.979592,0.983871,0.966667,0.986301,0.945946,0.985915,0.987179,0.975000,0.969231,0.961538,0.985294,0.977528,0.961538,0.972222,0.952941,0.946237,0.925926,0.962264,0.955882,0.936508,0.984375,0.982759,0.954023,0.965517,0.978723,0.963303,0.944444,1.000000,0.970588,0.985915,0.983607,0.983607,0.981818,0.940000,0.987013,0.974026,0.952941,0.962025,0.940476,0.980392,0.985915,0.941176,0.963855,0.961538,0.000000,0.933333,0.958333,0.935897,0.973214,0.931507,0.969697,0.965116,0.925373,1.000000,0.964912,0.978261,0.953125,0.963415,0.966102,0.983607,1.000000,0.957143,0.958904,0.921875,0.968421,0.960000
0.954023,0.982609,0.978261,0.975610,0.975904,0.958333,0.972973,0.953488,0.976190,0.951456,0.974026,0.989247,0.932584,0.971154,0.956522,0.955752,0.987500,0.974359,1.000000,0.953488,1.000000,0.945652,0.979592,0.988095,0.946809,0.976471,0.971698,0.941176,0.977778,0.971154,0.973451,0.894737,0.971831,0.952941,0.975904,0.962500,1.000000,0.941748,0.954545,0.984615,0.968504,0.967033,0.985714,0.952381,0.953488,0.987342,0.974359,0.957746,0.955882,0.978723,0.968085,0.961165,0.979592,0.961165,0.957265,0.977273,0.971429,0.980392,0.946809,0.933333,0.000000,0.973913,0.958763,0.960938,0.978723,0.963855,0.961165,0.928571,0.989130,0.959459,1.000000,0.963415,0.948980,0.946667,0.974359,0.988095,0.965909,0.955556,0.951807,0.973451,0.985507
0.952830,0.969925,0.972973,0.927835,0.970588,0.989362,0.956522,0.942308,0.970874,0.967742,0.979381,0.982143,0.963964,0.959016,0.985507,0.970149,0.979798,0.979592,0.972477,0.959732,0.981481,0.964602,0.928571,0.990385,0.946903,0.971154,0.942623,0.986111,0.953271,0.959016,0.945736,0.922414,0.966667,0.971698,0.960396,0.990196,0.968085,0.951220,0.946667,0.951220,0.958621,0.944444,0.977528,0.971429,0.981481,0.936170,0.924731,0.955556,0.988889,0.954955,0.964602,0.975806,0.983051,0.967480,0.985714,0.952381,0.976000,0.966667,0.982906,0.958333,0.973913,0.000000,0.938596,0.966216,0.954955,0.940000,0.914530,0.952381,1.000000,0.945652,0.975904,0.980583,0.957627,0.957895,0.989899,0.960396,0.962617,0.954128,0.950980,0.961832,0.953488
0.955556,0.909091,0.922222,0.964286,0.964706,0.987013,0.960526,0.918605,0.952941,0.942857,0.975000,0.956989,0.968421,0.962264,0.975000,0.956897,0.975610,0.962500,0.967391,0.970149,0.966667,0.936170,0.938144,0.976744,0.914894,0.965517,0.943396,0.959677,0.932584,0.942308,0.965217,0.930693,0.972973,0.891566,0.913580,0.951220,0.933333,0.953271,0.939850,0.970149,0.910569,0.945652,0.972222,0.941860,0.966667,0.949367,0.922078,0.959459,0.942857,0.989796,0.958333,0.952381,0.927083,0.942308,0.966942,0.943182,0.952830,0.950980,0.959184,0.935897,0.958763,0.938596,0.000000,0.912000,0.946809,0.914634,0.921569,0.978022,0.967742,0.904110,0.953846,0.926829,0.950495,0.962025,0.987805,0.976744,0.943820,0.922222,0.915663,0.946903,0.957143
0.950000,0.965986,0.868421,0.982906,0.956522,0.971963,0.962617,0.949580,0.991667,0.963768,0.991150,0.959677,0.976378,0.940299,0.980263,0.986755,0.982456,0.982301,0.975806,0.930818,0.991935,0.960630,0.977273,0.991597,0.953125,0.974790,0.964029,0.961290,0.932773,0.955882,0.965753,0.947368,0.990654,0.975207,0.983051,0.964912,0.962963,0.948905,0.951515,0.990000,0.949367,0.968000,0.980769,0.957627,0.991935,0.982301,0.963964,0.971698,0.950495,0.992308,0.976744,0.971014,0.953488,0.963504,0.993590,0.991935,0.916667,0.970370,0.992481,0.973214,0.960938,0.966216,0.912000,0.000000,0.984496,0.956897,0.955882,0.975410,0.967742,0.953271,0.969072,0.947368,0.977778,0.963636,0.963964,0.947368,0.941176,0.959677,0.974790,0.944056,0.980583
0.940476,0.963964,0.954545,0.935065,0.962500,1.000000,1.000000,0.939759,0.987952,0.940000,1.000000,0.989011,0.966667,0.960396,0.955752,0.935780,0.946667,0.960000,0.965517,0.976923,0.964706,0.989362,0.923077,0.987805,0.934066,1.000000,0.980952,0.966667,0.988764,0.970588,0.991150,0.970000,0.971014,0.951807,0.962500,0.948052,0.972603,0.971154,0.961832,0.967742,0.976190,0.930233,0.985294,0.951220,0.988506,0.987013,0.945946,0.971429,0.954545,0.978261,0.956044,0.970588,0.968421,0.960396,0.938053,0.926829,0.970874,0.969697,0.934066,0.931507,0.978723,0.954955,0.946809,0.984496,0.000000,0.975610,0.950000,0.976744,1.000000,0.972603,0.967213,0.935897,0.969388,0.959459,0.945946,0.987805,0.988636,0.966292,0.963415,0.963636,0.953846
